sentence,og_sentence,kmeans_cluster,x,y
minh quận nước rửa bình sữa combi về chưa ạ,Mjnh quên nước rửa bình sữa combi về chưa ah,13,-52.336155,-8.093716
chuyển rui nha shop,Chuyển rui nha shop,6,-13.547486,-8.839874
shop mình ở đâu vậy ạ,Shop mình ở đâu v ạ,4,-43.518902,9.176051
get started,Get Started,4,-74.025597,12.08388
trong ngày hôm nay,trong ngày hnay,12,-38.464794,60.657429
ghế matle,Ghế matle,10,-41.068909,-74.274277
em cần lều hình elsa ý ạ,e cần lều hình elsa ý ạ,7,12.212876,-43.047855
shop tư vấn mình máy tiệt trùng sấy khô uv nhé,shop tư vấn mình máy tiệt trùng sấy khô uv nhé,14,-12.331264,-33.088135
này bên shop có hko ạ,Này bên shop có hko ạ,2,37.933914,14.309616
cầu thang nhà mình ngay 1m thì mình lấy như thế nào ạ,Cầu thang nhà m ngag 1m thì m lấy ntn ạ,2,46.465034,20.934443
vậy mình lấy ghế,Vậy m lấy ghế,9,29.808439,68.610718
thảm này bao tiền ạ,Thảm này bao tiền ah?,9,36.977657,43.231239
lô 18 biệt thự 1 bánh đảo linh đàm gần trung tâm alí đối diện chung cư nơ 3 0904 753 355,"Lô 18 biệt thự 1 bán đảo Linh đàm ( gần trung tâm alisa, đối diện chung cư nơ 3)
0904.753.355",10,-60.910297,-60.579105
cho mình một ghế này,Cho m một ghế này,12,-21.943762,34.039288
shop cho em hỏi với ạ,Shop cho e hỏi vơi ạ,9,26.896223,77.452988
vậy ag,Vậy AG,3,-27.012285,-80.310295
tớ bảo,Tớ bảo,0,-6.483959,26.015837
xả giờ,Xa h,3,-20.01215,-70.327385
ông xã mình không cho mua mẫu chị,Ông xã mk ko cho mua mẫu c,12,-25.794064,28.995365
nhận được mình gửi lại,Nhận dc mk gửi lại,1,-30.915234,69.386826
mình chịu tiền cước phí nhé,Mk chịu tiền cước phí nhé,3,-13.762607,-49.187656
dành hoàn tiền cho mình,Dảnh hoàn tiền cho mk,14,-24.094872,-23.563488
mình dg cần,Mk dg cần,14,-17.54343,-34.048084
mình vào thấy hết hàng ạ,Mình vào thấy hết hàng ạ,1,11.554908,67.9692
cái này nè shop,Cái này nè shop,8,41.272083,-11.518594
cho mình link đặt với shop,Cho mình link đặt với shop,1,1.73683,56.719231
500k - 1m,500k - 1M,13,-69.304443,-19.708857
không phải loại này,Ko phải loại này,2,53.479179,45.192314
get started,Get Started,4,-74.025597,12.08388
get started,Get Started,4,-74.025597,12.08388
chị nhận rồi,c nhận r,12,-29.630669,59.703178
0916868648,0916868648,11,58.810829,-30.746426
shop giao trong,Shop giao trắng,12,-41.09795,58.339535
nên nhận được hàng,Nôn nhận dc hàng,12,-30.887192,61.269478
shop cho mình mã vận đơn với,Shop cho mình mã vận đơn với,12,-26.6999,27.176111
còn cọp chứ nhỉ,con cọp chứ nhỉ :),3,15.458445,-67.165314
ông dẫn nước và dây điện nằm ở đâu shop,Ống dẫn nước và dây điện nằm ở đâu shop,13,-43.061756,-25.778059
3xx là bao tiền shop,3xx là bao tiền shop,8,22.41081,-9.06557
cái này shop post bài mà,cái này shop post bài mà,7,31.961227,-36.008854
đây shop,đây shop,8,15.350157,8.671185
medela pump,Medela pump,10,-79.385757,-45.963711
giờ bị mất dụng cụ vệ sinh ống hút,Giờ bị mất dụng cụ vệ sinh ống hútg,3,-10.553528,-74.123627
lần trước mình mua mhs bên bạn,Lần trước mình mua mhs bên bạn,6,-29.610958,14.222206
bạn cho mình hướng dẫn sử dụng máy xay hấp 5in1 babymoow,Bạn cho mình hdsd máy xay hấp 5in1 babymoow,3,-20.534658,-65.168205
do mình không dùng nữa muốn pá lại,Do minh  ko dùng nữa muốn pass lại,6,-6.9171,2.659174
bảo hàng vào lâu ạ,Bảo hành vào lâu ah,0,4.124841,29.104883
máy xay hấp 5in 1 babymoow,Máy xay hấp 5in 1 babymoow,10,-35.829151,-70.686417
100k - 500k,100k - 500k,13,-70.492805,-20.541819
get started,Get Started,4,-74.025597,12.08388
chung cư e3a yên hoà số 7 vũ phạm hàm nhé 0906205958,"Chung cư e3a yên hoà, số 7 vũ phạm hàm nhé. 0906205958",13,-50.368721,-31.87009
3 tầng ý,3 tầng ý,7,16.71015,-55.673645
cái kệ chị hỏi ý,Cái kệ chị hỏi ý,6,2.675036,10.91772
chị lấy cái kệ nhé,Chị lấy cái kệ nhé,12,-20.446507,28.918303
bể thành cao,Bể thành cao,13,-61.918652,-9.126175
get started,Get Started,4,-71.470345,17.784828
nếu ngoài giờ hành chính giao cho mình đến khu ct2c khu đô thị mới nghĩa đô ngõ 106 hoàng quốc việt bạn nhé,"Nếu ngoài giờ hành chính giao cho mình đến khu CT2C khu đô thị mới Nghĩa Đô, ngõ 106 Hoàng Quốc Việt bạn nhé",13,-40.828964,-6.310707
0933886958,0933886958,11,59.305462,-32.453091
cho mình 1 bộ này đến số 66 nguyễn văn huyên bạn nhé,Cho mình 1 bộ này đến số 66 Nguyễn Văn Huyên bạn nhé,0,22.243282,29.024904
đây shop ạ,Đây shop ạ,2,28.48624,21.203148
chưa biết ưu điểm mỗi loại khác nhau như thế nào để quyết định,Chưa biết ưu điểm mỗi loại khác nhau ntn để quyết định,3,16.662903,-68.780098
nhà mình 1 tháng ạ,"Nhà mình 
1 tháng ạ",9,39.149773,57.429165
aprica,Aprica,11,74.194008,-32.085022
mamago compact 319,Mamago Compact 319,5,85.378212,-10.347879
không sale gì à bạn,không sale gì à bạn,8,20.022676,12.014435
cho trẻ 18 thường không shop,Cho trê 18 thg ko shop,14,-11.48519,-39.098068
có mẫu bàn,Có mẫu bàn,2,41.425491,23.089518
mình sẽ thông tin lại cho shop sau ạ,Mình sẽ thông tin lại cho shop sau ạ,12,-25.073833,24.906694
500k - 1m,500k - 1M,13,-69.459862,-19.483406
2sp này ạ,2sp này ạ,7,31.610554,-42.027813
mình muốn mua thảm để ghép thành size lớn hơn được không,Mình muốn mua thêm để ghép thành size lớn hơn đc ko?,0,12.896005,36.859688
trước mình có mua mẫu quây cũi này,Trước mình có mua mẫu quây cũi này,9,33.048798,53.427547
uh bạn,Uh b,8,14.938558,-10.879409
chat với nhân viên,Chat với nhân viên,4,-69.648354,45.64872
không đúng,Không đúng!,9,25.929323,58.878082
đây này bạn,Đây này b,2,40.699825,15.142535
túi zip đựng sữa ấy bạn,Túi zip đựng sữa ấy b,3,1.359385,-68.486572
bí bang va ban nay ne shop,Bi bang va ban nay ne shop,10,-53.696194,-63.175201
không phải shop,Ko phai shop,9,15.032902,70.117363
về chị bật không thấy lên,về chị bật ko thấy lên,0,2.305702,28.040236
đàn không bật được nhạc ạ,đàn ko bật đc nhạc ah,7,3.877561,-49.338783
5h chị về rồi em nhé,5h chị về r e nhé,12,-27.141241,38.928883
chị chỉ ở 108 quán thánh trong giờ hành chính thôi,chị chỉ ở 108 quán thánh trong h hành chính thôi,3,3.658145,-53.848801
chị không qua được,chị ko qua đc,1,-5.31117,74.353516
tớ có mua cái máy xay hấp,T có mua cái máy xay hấp,6,3.787655,11.944661
get started,Get Started,4,-74.025597,12.08388
số hình 0902777660,Số mình 0902777660,13,-41.934132,-21.663023
cứ 28 độ thôi,Cứ 28 độ thôi,3,-14.577085,-77.508881
mà giờ máy hồng cái phần hâm sữa,Mà giờ máy hỏng cái phần hâm sữa,8,24.156797,8.792508
mình có mua đơn hàng máy tiệt trùng và hâm sữa của shop,Mình có mua đơn hàng máy tiệt trùng và hâm sữa của shop,0,20.102226,47.768105
à vậy hả bạn,à vậy hả bạn,2,46.649143,39.664349
mình mua xong bên khác rồi,m mua xong bên khác rồi,12,-11.992239,38.979946
bạn trả lời quá trậm,b trả lời quá trậm,3,0.555016,-60.685238
500k - 1m,500k - 1M,13,-69.303566,-19.710096
get started,Get Started,4,-74.025597,12.08388
đóng gói cẩn thận giúp mình với nhé,đóng gói cẩn thận giúp mình với nhé,3,-17.909855,-50.749912
bạn check hàng cho mình nhé,b check hàng cho mình nhé,1,-18.569557,68.086769
mình vừa đặt máy xay hấp đa năng với hộp trữ bột hút chân không nhé,mình vừa đặt máy xay hấp đa năng với hộp trữ bột hút chân không nhé,7,2.204329,-45.487926
hay là 160k ạ,Hay là 160k ạ?,8,42.879093,1.58831
2 thanh là 320k hả bạn,2 thanh là 320k hả b,8,35.811745,6.377938
0944997689 ạ,0944997689 ah,3,-25.307865,-83.198189
vậy 2 thanh là 320k à bạn,Vậy 2 thanh là 320k à b,8,36.157471,6.528641
về 23 nguyễn an ninh ạ,Về 23 nguyễn an ninh ạ,4,-50.416912,-0.271323
bàn ước lượng sai,Bà ước lượng sai,10,-71.854851,-55.935276
bên đó áng,Nên đo áng,3,7.106971,-57.545071
mình nhận được hàng rồi,Mình nhận đc hàng rồi,1,-32.415688,67.508072
số 1 ngõ 79 tân nhuệ thuỵ phương bắc từ liêm hà nội ạ,"Số 1 ngõ 79 Tân Nhuệ, Thuỵ Phương, Bắc Từ Liêm, HN ạ",13,-70.337502,-10.45648
0364233966 bạn nhé,0364233966 bạn nhé,14,-12.85535,-39.045162
lát mình chụp sau nhé,Lát mình chụp sau nhé,3,-17.370724,-49.349026
mình lắp 3 thanh,Mình lắp 3 thanh,9,39.440853,57.168861
thế à bạn,Thế à bạn,2,58.511059,29.498764
không sao bạn ạ lân sau mình sẽ ủng hộ tiếp,Ksao b ạ lân sau minh se ủng hô tiếp,7,5.577931,-45.976887
cho nước vào đê nó rua hoa qua thế nào bạn,Cho nc vào đê nó rua hoa qua tnao b,2,49.856522,2.297074
bô hôm nay mình lấy,Bô hnay minh lây,12,-40.809296,45.791645
‭090 2181195‬,‭090 2181195‬,5,80.817848,-16.773184
560 minh khai,560 minh khai,10,-60.768936,-41.305553
cũng được em nhé,Cũng dc e nhé,1,-8.796175,74.953171
gửi qua 505 minh khai hoà bình grêcity sảnh đối diện 17 mạc thị bưởi 0916662016 giup minh nhé,Gui qua 505 minh khai hoà bình greencity ( sảnh đối diện 17 mạc thị bưởi ) 0916662016 giup minh nhé,10,-52.357311,-40.061668
get started,Get Started,4,-74.025597,12.08388
cả 2 cái hả em,Cả 2 cái hả em?,9,48.098747,49.793999
bây giờ mình cbi sinh bé thứ 2,BÂY H MÌNH CBI SINH BÉ THỨ 2,14,-0.101536,-24.650774
đợt mình có mua máy hút sữa medela bên shop cho bé đầu ấy,ĐỢT MÌNH CÓ MUA MÁY HÚT SỮA MEDELA BÊN SHOP CHO BÉ ĐẦU ẤY,0,10.779651,22.226915
không đúng,Không đúng!,9,25.691603,59.153816
cho mình xin thêm ảnh được không ạ,Cho mình xin thêm ảnh đc k ạ?,1,0.158432,58.798389
get started,Get Started,4,-74.025597,12.08388
cho em xin link với ạ,Cho em xin link vs ạ,1,-2.054163,53.977005
mình xin kích thước với ạ,Mình xin kích thước với ạ,5,70.342644,-3.578794
chat với nhân viên,Chat với nhân viên,4,-69.648354,45.64872
không đúng,Không đúng!,9,25.691603,59.153816
vậy mai bạn giao giờ hành chính giúp mình nha,vậy mai bạn giao h hành chính giúp m nha,12,-28.879799,47.455856
kiểu thế này nè bạn,Kiểu thế này nè b,7,36.342651,-43.534515
bên bạn chỉ có 1 loại cũi vải này thôi ạ bạn,Bên b chỉ có 1 loại cũi vải này thôi ah b,2,39.417858,21.997396
get started,Get Started,4,-71.470345,17.784828
với kích thước nữa,vs kích thước nữa,5,73.415253,6.054489
1m - 2m,1M - 2M,13,-66.785873,-18.869766
get started,Get Started,4,-71.470345,17.784828
get started,Get Started,4,-74.025597,12.08388
get started,Get Started,4,-71.470345,17.784828
get started,Get Started,4,-71.470345,17.784828
cho em xin link mua hàng với ạ,Cho em xin link mua hàng với ạ,1,0.302958,56.479359
em muốn hỏi con cua tạo bọt ạ,Em muốn hỏi con cua tạo bọt ạ,14,-0.111363,-41.570881
chat với nhân viên,Chat với nhân viên,4,-70.354279,46.000404
đúng rồi đấy bạn,Đúng r đấy b,0,-0.468897,32.461349
thô tớ mua được rồi bạn ạ,Thoou t mua dc r b a,12,-15.936916,30.15053
phần nào phát được nhạc ạ,Phần nào phát được nhạc ạ,7,22.639978,-54.946358
cho mình hỏi,Cho mình hỏi,1,1.344794,96.332275
và cái nấc cho em bé sơ sinh thì cao khoảng bao phân,và cái nấc cho em bé sơ sinh thì cao khoảng baon phân,8,11.364623,-14.183055
có mấy nấc nâng hạ hả bạn,có mấy nấc nâng hạ hả bạn,7,10.488321,-57.63073
với tư vấn giúp tớ với,với tư vấn giúp tớ với,12,-20.791077,41.589977
get started,Get Started,4,-74.025597,12.08388
giao hàng rồi mình thanh toán được không,giao hàng rồi mk thanh toán đk k,12,-26.259283,52.7201
mình ở ngã tư vác -huyện thanh oai,mk ở ngã tư vác -huyện thanh oai,10,-48.036472,-50.227982
ở vác bạn ạ,ở vác bạn ah,13,-42.82666,-14.247514
cái cửa mở kia lắp chỗ khác được không,cái cửa mở kia lắp chỗ khác đk k,8,18.874855,-9.27659
bộ này m8 2 mình hả shop,bộ này m8 2 m hả sh,0,17.770832,24.960178
sao chị laya đồ khác sau,Sau c laya đồ khác sau,7,12.691699,-38.621498
chị gọi bên khác rồi,C gọi bên khác r,0,-3.622158,37.19939
hôm trước chị hỏi không được,Htrc c hỏi ko đc,12,-35.725998,65.520782
nadle 2019,Nadle 2019,5,88.067223,-6.075903
40cm ạ 70k ạ,40cm ạ 70k ạ,3,-24.523304,-83.011368
con tớ này,Con to này,9,38.308945,63.585049
đây ạ,Đây ạ,8,50.024445,-8.766579
có gì để tớ đặt onl vậy,Có j đê t đặt onl vậy,8,12.101398,11.667224
26 láng hạ,26 Láng Hạ,10,-78.424812,-47.522087
shop bán thảm cuộn silicon dày 2cm ạ,Shop bán thảm cuộn silicon dày 2cm ạ ?,3,-17.47893,-77.227715
mình không thấy nút bấm trên tay cầm,Mình ko thấy nút bấm trên tay cầm,14,-4.143458,-46.888569
vậy cứ chuyển tạm cho mình đi,Vậy cứ chuyển tạm cho mình đi,12,-28.914125,22.53861
chị cần cái đấy nhất,C cần cái đấy nhất,0,3.740876,18.577034
cũng được vì chờ cái đó lâu lắm,Cũng dc vì chờ cái đó lâu lắm,8,5.310756,-7.602107
cả cái chổi cọ ống hút richell,Cả cái chổi cọ ống hút Richell,10,-41.566765,-72.898727
lâu không dùng,Lâu ko dùng,0,4.706789,31.591398
trước em có mua máy hút sữa medela bên mình,Trước em có mua máy hút sữa Medela bên mình,0,13.022705,46.035667
loại liền nhưng gấp gọn được,Loại liền nhưng gấp gọn dc,3,8.038367,-58.093716
không phải loại ghép,Ko phải loại ghép,8,36.078228,-1.872436
shop mình ở sài gòn hả bạn,Shop mình ở sg hả bạn,6,4.760591,-2.512332
hàng trung quốc hả shop,Hàng TQ hả shop,0,17.539278,15.100632
bộ lưới chắn song cầu thang í,Bộ lưới chắn song cầu thang í,3,3.897255,-82.074959
kích thước thế nào,Kich thuoc thế nào,5,76.776917,7.644318
nói thật mình chả biết chọn cái gì,nói thật mình chả biết chọn cái gì,3,5.859078,-62.07127
bạn gửi cho mình cái link kia,bạn gửi cho mình cái link kia,12,-20.348377,37.366932
thấy vợ bảo loại đấy dùng cũng được,thấy vợ bảo loại đấy dùng cũng được,8,14.132985,6.522865
đen nhé,Đen nhé,3,-17.623636,-49.458595
sản 2 ngách 98/14 nguyễn ngọc nại 0948240489,Sn 2 ngách 98/14 nguyễn ngọc nại. 0948240489,13,-47.802124,-29.907179
sản 2 ngách 98/14 nguyễn ngọc nại 0948240489,Sn 2 ngách 98/14 nguyễn ngọc nại. 0948240489,13,-47.802101,-29.907278
mamago mình thấy tháo được đệm,Mamago mình thấy tháo đc đệm,14,-16.115915,-38.894135
nên lấy cái nào nhỉ,Nên lấy cái nào nhỉ,2,56.037697,26.742542
cho chị 1 cái nhé,Cho c 1 cái nhé,9,31.391075,76.900269
uh,Uh,10,-39.682892,-54.278584
cho chị 1 cái nhé,Cho c 1 cái nhé,9,31.391064,76.901573
đấy em,Đây e,12,-14.204539,37.519993
em quên,E quên,14,-15.996349,-35.508926
bên mình hết rồi mà,Bên mình hết rồi mà,1,-3.854027,69.874603
mà em hỏi toy house mà,Mà e hỏi toy house mà,14,-12.742404,-27.888281
get started,Get Started,4,-72.2201,14.049865
sao lại gửi thêm đã cam,Sao lại gửi thảm da cam,14,-8.66845,-14.795218
mình gửi mình mua thảm xanh,Mình gửi hình mua thảm xanh,1,4.703679,58.00444
0978258167,0978258167,11,67.559814,-35.19133
bidv càng tốt nhé,Bidv càng tốt nhé,10,-32.902706,-64.725792
mình thấy báo đàn là 750 nhưng trên web báo 860k vậy shop,"M thấy báo đàn là 750,nhưng trên web báo 860k vậy shop",14,2.878855,-28.432938
đàn chạy bằng pin hay sạc điện đó shop,Đàn chạy bằng pin hay sạc điện đó shop?,7,14.230763,-54.863235
mình muốn hỏi tư vấn không phải trả lời tự động,Mình muốn hỏi tư vấn ko phải trả lời tự động,14,-10.764627,-15.374612
24 tháng,24 Tháng,10,-58.099419,-63.36404
5m - 10m,5M - 10M,10,-58.596855,-44.087013
cả 2 loại ạ bạn,cả 2 loại ah b?,2,51.258266,46.633274
tại mình đang tìm,Tại m dang tìm,6,-19.172363,-7.948718
hay cua hãng nào vậy bạn,Nay cua hãng nao v b,2,53.571602,6.934574
tớ nhầm,t nhầm,14,-3.359926,-34.769241
ạ à,à à,2,51.918545,40.43401
6h nhà tớ có người ở nhà,6h nhà t có người ở nhà,4,-46.857128,6.66114
tầm 7h30 tớ mới về,TẦM 7H30 T MỚI VỀ,14,-2.406368,-19.317711
tớ không ở nhà,T KO Ở NHÀ,4,-48.110191,10.50144
huhu,HUHU,5,88.690948,-7.820669
tớ chưa chuyển tiền được,T CHƯA CHUYỂN TIỀN DC,12,-28.702471,56.416523
shop cho mình hỏi bên mình có những loại cầu trượt nào cho bé ạ,Shop cho mình hỏi bên mình có nhưng loại cầu trượt nào cho bé ạ?,9,37.832523,63.121586
app minh di,App minh di,10,-60.513371,-42.008999
0935577673 nha,0935577673 nha,10,-36.757099,-66.318413
video,Video,5,92.530655,5.988936
chat với nhân viên,Chat với nhân viên,4,-69.547089,46.19725
shop giao ze bau ham ạ,Shop giao ze Bau Ham ah,3,-25.879917,-69.073875
z shop lấy cho mjh 1 cái nha,Z shop lay cho mjh 1 cai nha,6,-0.213827,0.795735
như hình nha shop,Như hình nha shop,2,57.836895,27.997078
vậy khoảng bao lâu thì có ạ,vậy khoảng bao lâu thì có a,2,38.098026,29.128859
bao giờ hàng lại về à,bao h hàng lại về a,9,15.288683,65.144531
